sampleID, sampleSize, threadCount, runTime
comp_1,50,1,0.0012819766998291016
comp_1,50,2,0.0010004043579101562
comp_1,50,3,0.0019638538360595703
comp_1,50,4,0.0019974708557128906
comp_1,50,5,0.0019941329956054688
comp_1,50,6,0.003988742828369141
comp_1,50,7,0.004986286163330078
comp_1,50,8,0.0030171871185302734
comp_1,50,9,0.0019626617431640625
comp_1,50,10,0.0038900375366210938
comp_1,50,11,0.005270481109619141
comp_1,50,12,0.003988981246948242
comp_1,50,13,0.005194425582885742
comp_1,50,14,0.0069806575775146484
comp_1,50,15,0.004987955093383789
comp_1,50,16,0.005984067916870117
comp_1,50,17,0.007556915283203125
comp_1,50,18,0.0065042972564697266
comp_1,50,19,0.006981849670410156
comp_1,50,20,0.005983591079711914
comp_1,50,21,0.0061016082763671875
comp_1,50,22,0.008976936340332031
comp_1,50,23,0.0069811344146728516
comp_1,50,24,0.008975028991699219
comp_1,50,25,0.00800943374633789
comp_1,50,26,0.008945465087890625
comp_1,50,27,0.00905466079711914
comp_1,50,28,0.008913278579711914
comp_1,50,29,0.009974479675292969
comp_1,50,30,0.007979393005371094
comp_1,50,31,0.010970115661621094
comp_1,50,32,0.007978439331054688
comp_1,50,33,0.010971307754516602
comp_1,50,34,0.011968851089477539
comp_1,50,35,0.009971141815185547
comp_1,50,36,0.011968612670898438
comp_1,50,37,0.008996009826660156
comp_1,50,38,0.010941028594970703
comp_1,50,39,0.012016057968139648
comp_1,50,40,0.009972810745239258
comp_1,50,41,0.009973287582397461
comp_1,50,42,0.014961957931518555
comp_1,50,43,0.01296234130859375
comp_1,50,44,0.012038469314575195
comp_1,50,45,0.014887332916259766
comp_1,50,46,0.012470245361328125
comp_1,50,47,0.012950420379638672
comp_1,50,48,0.013649940490722656
comp_1,50,49,0.015956878662109375
comp_1,50,50,0.014960289001464844
comp_2,50,1,0.0009980201721191406
comp_2,50,2,0.0010247230529785156
comp_2,50,3,0.0019686222076416016
comp_2,50,4,0.003206014633178711
comp_2,50,5,0.001986980438232422
comp_2,50,6,0.0019936561584472656
comp_2,50,7,0.006240129470825195
comp_2,50,8,0.0049860477447509766
comp_2,50,9,0.004986763000488281
comp_2,50,10,0.00500941276550293
comp_2,50,11,0.004987001419067383
comp_2,50,12,0.004987955093383789
comp_2,50,13,0.0050373077392578125
comp_2,50,14,0.00799107551574707
comp_2,50,15,0.006982088088989258
comp_2,50,16,0.007977962493896484
comp_2,50,17,0.005984067916870117
comp_2,50,18,0.008989095687866211
comp_2,50,19,0.006010532379150391
comp_2,50,20,0.007975578308105469
comp_2,50,21,0.006982088088989258
comp_2,50,22,0.006979703903198242
comp_2,50,23,0.0073223114013671875
comp_2,50,24,0.006979942321777344
comp_2,50,25,0.007978439331054688
comp_2,50,26,0.0069806575775146484
comp_2,50,27,0.007979393005371094
comp_2,50,28,0.009974241256713867
comp_2,50,29,0.010970592498779297
comp_2,50,30,0.011967182159423828
comp_2,50,31,0.01296091079711914
comp_2,50,32,0.008975744247436523
comp_2,50,33,0.011388301849365234
comp_2,50,34,0.008975744247436523
comp_2,50,35,0.008975505828857422
comp_2,50,36,0.011491775512695312
comp_2,50,37,0.00801229476928711
comp_2,50,38,0.009038448333740234
comp_2,50,39,0.00897526741027832
comp_2,50,40,0.009973764419555664
comp_2,50,41,0.007978439331054688
comp_2,50,42,0.010140657424926758
comp_2,50,43,0.010969877243041992
comp_2,50,44,0.00899815559387207
comp_2,50,45,0.013544559478759766
comp_2,50,46,0.011092424392700195
comp_2,50,47,0.00897526741027832
comp_2,50,48,0.011985063552856445
comp_2,50,49,0.01194906234741211
comp_2,50,50,0.009972572326660156
comp_3,50,1,0.0009996891021728516
comp_3,50,2,0.0020051002502441406
comp_3,50,3,0.0009856224060058594
comp_3,50,4,0.001993894577026367
comp_3,50,5,0.0020322799682617188
comp_3,50,6,0.0020372867584228516
comp_3,50,7,0.002078533172607422
comp_3,50,8,0.0053403377532958984
comp_3,50,9,0.0026400089263916016
comp_3,50,10,0.003986358642578125
comp_3,50,11,0.0029938220977783203
comp_3,50,12,0.005145549774169922
comp_3,50,13,0.003506183624267578
comp_3,50,14,0.0049896240234375
comp_3,50,15,0.004984617233276367
comp_3,50,16,0.006364583969116211
comp_3,50,17,0.004948854446411133
comp_3,50,18,0.005984783172607422
comp_3,50,19,0.004995107650756836
comp_3,50,20,0.003992319107055664
comp_3,50,21,0.007978677749633789
comp_3,50,22,0.00498509407043457
comp_3,50,23,0.0059850215911865234
comp_3,50,24,0.008039236068725586
comp_3,50,25,0.005985260009765625
comp_3,50,26,0.008975028991699219
comp_3,50,27,0.007977485656738281
comp_3,50,28,0.009131431579589844
comp_3,50,29,0.0069370269775390625
comp_3,50,30,0.007977962493896484
comp_3,50,31,0.007978439331054688
comp_3,50,32,0.008976936340332031
comp_3,50,33,0.006982326507568359
comp_3,50,34,0.01202845573425293
comp_3,50,35,0.00804448127746582
comp_3,50,36,0.008911848068237305
comp_3,50,37,0.010039567947387695
